равняются,rɐvnʲæjʊt͡sə
жалках,ʐaɫkəx
приравняйте,prʲɪrɐvnʲæjtʲe
упитавший,ʊpʲɪtafʂɨj
стегно,sʲtʲɪɡno
пристанищ,prʲɪstanʲɪɕː
изводили,ɪzvɐdʲilʲɪ
баянам,bɐjanəm
импичментов,ɪm⁽ʲ⁾pʲit͡ɕmʲɪntəf
заботь,zɐbotʲ
предсказывают,prʲɪt͡skazɨvəjʊt
эмигранты,ɪmʲɪɡrantɨ
оторопеете,ɐtərɐpʲejɪtʲe
засушим,zɐsuʂɨm
обработках,ɐbrɐbotkəx
ускориться,ʊskorʲɪt͡sə
жжения,ʐːɛnʲɪjə
шумки,ʂʊmkʲi
цюрих,t͡sʲʉrʲɪx
уведомлений,ʊvʲɪdɐmlʲenʲɪj
вожмёте,vɐʐmʲɵtʲe
фас,fas
поругай,pərʊɡaj
обнажился,ɐbnɐʐɨɫs⁽ʲ⁾ə
торгашом,tərɡɐʂom
обтекаете,ɐptʲɪkajɪtʲe
обносить,ɐbnɐsʲitʲ
бесчувствием,bʲɪɕt͡ɕustvʲɪjɪm
зияй,zʲɪjæj
весах,vʲɪsax
переубеждённый,pʲɪrʲɪʊbʲɪʐdʲɵnːɨj
питали,pʲɪtalʲɪ
жертвовала,ʐɛrtvəvəɫə
нажало,nɐʐaɫə
набьёшь,nɐb⁽ʲ⁾jɵʂ
тшува,t͡ʂʂuvə
разлепляете,rəz⁽ʲ⁾lʲɪplʲæjɪtʲe
зимородков,zʲɪmɐrotkəf
поля,pɐlʲa
изготовлялась,ɪzɡətɐvlʲaɫəsʲ
упестрю,ʊpʲɪstrʲu
кашкетом,kɐʂkʲetəm
посоветуете,pəsɐvʲetʊjɪtʲe
испортился,ɪsportʲɪɫs⁽ʲ⁾ə
унитазы,ʊnʲɪtazɨ
обновлюсь,ɐbnɐvlʲʉsʲ
расхитивши,rɐsxʲitʲɪfʂɨ
управляю,ʊprɐvlʲæjʊ
голубков,ɡəɫʊpkof
обозналась,ɐbɐznaɫəsʲ
забрезжи,zɐbrʲeʐːɨ
провинциале,prəvʲɪnt͡sɨalʲe
машинописью,mɐʂɨnəpʲɪsʲjʊ
пошлостей,poʂɫəsʲtʲɪj
индонезийкам,ɪndənʲɪzʲijkəm
гомосексуализм,ɡəməsɨksʊɐlʲizm
мизинце,mʲɪzʲint͡sɨ
красься,krasʲːə
помышляло,pəmɨʂlʲaɫə
отстроишь,ɐt͡sstroɪʂ
свинцов,svʲɪnt͡sof
ельникам,jelʲnʲɪkəm
пудрах,pudrəx
опознавали,ɐpəznɐvalʲɪ
чернила,t͡ɕɪrnʲiɫə
прорежется,prɐrʲeʐɨt͡sə
абандонированиях,ɐbəndɐnʲirəvənʲɪjəx
шмыгающий,ʂmɨɡəjʉɕːɪj
раздробили,rəzdrɐbʲilʲɪ
лесоэкспортами,lʲesɐɛkspərtəmʲɪ
филогенез,fʲɪɫəɡʲɪnɛs
побуждением,pəbʊʐdʲenʲɪjɪm
задвигало,zədvʲɪɡaɫə
рассудительность,rəsːʊdʲitʲɪlʲnəsʲtʲ
устроила,ʊstroɪɫə
арменистика,ɐrmʲɪnʲisʲtʲɪkə
инструкциями,ɪnstrukt͡sɨjəmʲɪ
уходите,ʊxɐdʲitʲe
подкреплял,pətkrʲɪplʲaɫ
горизонталей,ɡərʲɪzɐntalʲɪj
прогревши,prɐɡrʲefʂɨ
рассветах,rɐsːvʲetəx
упаковкам,ʊpɐkofkəm
правоотношений,prəvɐɐtnɐʂɛnʲɪj
защемим,zəɕːɪmʲim
крупен,krupʲɪn
корольков,kərɐlʲkof
отекавши,ɐtʲɪkafʂɨ
побросать,pəbrɐsatʲ
изображениях,ɪzəbrɐʐɛnʲɪjəx
шепнув,ʂɨpnuf
прямика,prʲɪmʲɪka
удавитесь,ʊdavʲɪtʲɪsʲ
развлекающийся,rəzvlʲɪkajʉɕːɪjsʲə
эмалировал,ɪməlʲɪrɐvaɫ
палеонтологических,pəlʲɪəntəɫɐɡʲit͡ɕɪskʲɪx
спишь,spʲiʂ
играло,ɪɡraɫə
забываются,zəbɨvajʊt͡sə
приставав,prʲɪstɐvaf
истомляет,ɪstɐmlʲæjɪt
осознавши,ɐsɐznafʂɨ
растимый,rɐsʲtʲimɨj
прикрытий,prʲɪkrɨtʲɪj
отступались,ɐt͡sstʊpalʲɪsʲ
признавайтесь,prʲɪznɐvajtʲɪsʲ
киснул,kʲisnʊɫ
измерявшись,ɪzmʲɪrʲafʂɨsʲ
проиндексируйте,prəɪndɨksʲirʊjtʲe
расцеловал,rəst͡sɨɫɐvaɫ
персонифицирую,pʲɪrsənʲɪfʲɪt͡sɨrʊjʊ
рефинансируете,rʲɪfʲɪnɐn⁽ʲ⁾sʲirʊjɪtʲe
глажу,ɡɫaʐʊ
загону,zɐɡonʊ
инвентари,ɪnvʲɪntɐrʲi
сдружалась,zdrʊʐaɫəsʲ
клубилось,kɫʊbʲiɫəsʲ
зпт,zɛpɛtɛ
амплитудами,ɐmplʲɪtudəmʲɪ
кеку,kʲekʊ
могильниках,mɐɡʲilʲnʲɪkəx
окоченевший,ɐkət͡ɕɪnʲefʂɨj
абдоминопластик,ɐbdomʲɪnɐpɫasʲtʲɪk
городовыми,ɡərədɐvɨmʲɪ
лепетами,lʲepʲɪtəmʲɪ
повержен,pɐvʲerʐɨn
выславши,vɨsɫəfʂɨ
моды,modɨ
пошлятина,pɐʂlʲætʲɪnə
торговке,tɐrɡofkʲe
престарелый,prʲɪstɐrʲeɫɨj
врезать,vrʲɪzatʲ
пунктуальностями,pʊnktʊalʲnəsʲtʲəmʲɪ
отступах,ot͡stʊpəx
исследовав,ɪs⁽ʲ⁾ːlʲedəvəf
танкодроме,tənkɐdromʲe
алейкемиях,ɐlʲɪjkʲɪmʲijəx
кшатрией,kʂatrʲɪjɪj
высосут,vɨsəsʊt
правильность,pravʲɪlʲnəsʲtʲ
поосторожнее,pɐɐstɐroʐnʲɪje
достоянию,dəstɐjænʲɪjʊ
ходикам,xodʲɪkəm
бокчоях,bɐkt͡ɕɵjəx
проглядевший,prəɡlʲɪdʲefʂɨj
арендатора,ɐrʲɪndatərə
застигавши,zəsʲtʲɪɡafʂɨ
фарша,farʂə
стёрке,sʲtʲɵrkʲe
лаборантках,ɫəbɐrantkəx
индонезиецах,ɪndənɨzʲijɪt͡səx
кампаниях,kɐmpanʲɪjəx
надушите,nɐduʂɨtʲe
экстрадиция,ɪkstrɐdʲit͡sɨjə
захлестнувший,zəxlʲɪsnufʂɨj
межах,mʲɪʐax
переломим,pʲɪrʲɪɫomʲɪm
радиосвязи,radʲɪɐsvʲæzʲɪ
накрахмаливаешь,nəkrɐxmalʲɪvəjɪʂ
завещали,zəvʲɪɕːælʲɪ
союзе,sɐjʉzʲe
мерсам,mʲersəm
платно,pɫɐtno
восклицанию,vəsklʲɪt͡sanʲɪjʊ
извещав,ɪzvʲɪɕːaf
похожу,pəxɐʐu
наплывал,nəpɫɨvaɫ
дисциплина,dʲɪst͡sɨplʲinə
тыкаем,tɨkəjɪm
проявленный,prɐjavlʲɪnːɨj
согласовывались,səɡɫɐsovɨvəlʲɪsʲ
мёл,mʲɵɫ
фигурировавши,fʲɪɡʊrʲirəvəfʂɨ
чётка,t͡ɕɵtkə
автопилоту,ɐftəpʲɪɫotʊ
рачишь,rɐt͡ɕiʂ
возмущайте,vəzmʊɕːæjtʲe
застучи,zəstʊt͡ɕi
считалась,ɕːɪtaɫəsʲ
отличницам,ɐtlʲit͡ɕnʲɪt͡səm
наполеонам,nəpəlʲɪonəm
покривятся,pəkrʲɪvʲat͡sːə
пестику,pʲesʲtʲɪkʊ
рынды,rɨndɨ
подцепишь,pɐt͡sːɛpʲɪʂ
перекаливая,pʲɪrʲɪkalʲɪvəjə
авиамаршрутный,avʲɪəmɐrʂrutnɨj
расплавился,rɐspɫavʲɪɫs⁽ʲ⁾ə
куплету,kʊplʲetʊ
пожевала,pəʐɨvaɫə
веселев,vʲɪsʲɪlʲef
звяк,zvʲak
поёжилась,pɐjɵʐɨɫəsʲ
ходу,xodʊ
местонахождениям,mʲestənəxɐʐdʲenʲɪjəm
растворял,rəstvɐrʲaɫ
конструируемый,kənstrʊirʊjɪmɨj
лог,ɫok
протезы,prɐtɛzɨ
прошивая,prəʂɨvajə
раздражалась,rəzdrɐʐaɫəsʲ
контрактниках,kɐntraktʲnʲɪkəx
подсовывать,pɐt͡ssovɨvətʲ
распределяйте,rəsprʲɪdʲɪlʲæjtʲe
светодиодом,svʲɪtədʲɪodəm
сочетаете,sət͡ɕɪtajɪtʲe
эякулировала,ɪjɪkʊlʲirəvəɫə
побеждаешь,pəbʲɪʐdajɪʂ
опускания,ɐpʊskanʲɪjə
гомосекс,ɡəmɐsɛks
пристроивший,prʲɪstroɪfʂɨj
улучшая,ʊɫʊt͡ʂʂajə
солдафоне,səɫdɐfonʲe
печниками,pʲɪt͡ɕnʲɪkamʲɪ
пизженный,pʲiʑːɪnːɨj
сушили,sʊʂɨlʲɪ
физиков,fʲizʲɪkəf
резам,rʲezəm
нацеленный,nɐt͡sɛlʲɪnːɨj
базированный,bɐzʲirəvənːɨj
пристанище,prʲɪstanʲɪɕːe
супостаты,sʊpɐstatɨ
могуществом,mɐɡuɕːɪstvəm
преуменьшая,prʲɪʊmʲɪnʲʂajə
похваляющийся,pəxvɐlʲæjʉɕːɪjsʲə
камня,kamnʲə
неистовствам,nʲɪistəfstvəm
амнистиям,ɐmnʲisʲtʲɪjəm
просачивайтесь,prɐsat͡ɕɪvəjtʲɪsʲ
прибавкою,prʲɪbafkəjʊ
вломилась,vɫɐmʲiɫəsʲ
петлю,pʲɪtlʲu
коча,kot͡ɕə
пошутили,pəʂʊtʲilʲɪ
обесчещивайте,ɐbʲɪɕt͡ɕeɕːɪvəjtʲe
поболтала,pəbɐɫtaɫə
случаями,sɫut͡ɕɪjəmʲɪ
певица,pʲɪvʲit͡sə
реявший,rʲejɪfʂɨj
феодализмы,fʲɪədɐlʲizmɨ
блуда,bɫudə
трилобит,trʲɪɫɐbʲit
старики,stərʲɪkʲi
оргкомитет,orkːəmʲɪtʲet
изрывали,ɪzrɨvalʲɪ
туршою,tʊrʂojʊ
урываешь,ʊrɨvajɪʂ
возлюбя,vəz⁽ʲ⁾lʲʉbʲa
преклонился,prʲɪkɫɐnʲiɫs⁽ʲ⁾ə
графинчиком,ɡrɐfʲinʲt͡ɕɪkəm
начальстве,nɐt͡ɕælʲstvʲe
хуэй,xʊɛj
торы,torɨ
прародители,prərɐdʲitʲɪlʲɪ
уволится,ʊvolʲɪt͡sə
шалят,ʂɐlʲat
прировняет,prʲɪrɐvnʲæjɪt
гневаясь,ɡnʲevəjɪsʲ
смев,smʲef
эмбрионы,ɪmbrʲɪonɨ
запихали,zəpʲɪxalʲɪ
столовый,stɐɫovɨj
устремляемся,ʊstrʲɪmlʲæjɪmsʲə
суетится,sʊjɪtʲit͡sːə
имитировал,ɪmʲɪtʲirəvəɫ
лучницах,ɫut͡ɕnʲɪt͡səx
обмундирований,ɐbmʊnʲdʲɪrɐvanʲɪj
дозаправке,dəzɐprafkʲe
назначавшийся,nəznɐt͡ɕafʂɨjsʲə
рекламой,rʲɪkɫaməj
предстояв,prʲɪt͡stɐjaf
управляетесь,ʊprɐvlʲæjɪtʲɪsʲ
армянофобами,ɐrmʲanɐfobəmʲɪ
оперируешь,ɐpʲɪrʲirʊjɪʂ
тритоны,trʲɪtonɨ
межсезоньями,mʲeʂsʲɪzonʲjəmʲɪ
стезю,sʲtʲɪzʲu
испугами,ɪspuɡəmʲɪ
совместившийся,səvmʲɪsʲtʲifʂɨjsʲə
размахнувши,rəzmɐxnufʂɨ
перекрытиях,pʲɪrʲɪkrɨtʲɪjəx
сосуществования,səsʊɕːɪstvɐvanʲɪjə
ботсваны,bɐt͡svanɨ
фаллоимитатор,faɫəɪmʲɪtatər
вползайте,fpɐɫzajtʲe
отступник,ɐt͡sstupnʲɪk
февралями,fʲɪvrɐlʲæmʲɪ
пролегавши,prəlʲɪɡafʂɨ
перемешивающийся,pʲɪrʲɪmʲeʂɨvəjʉɕːɪjsʲə
напрягут,nəprʲɪɡut
офеню,ɐfʲenʲʊ
схожести,sxoʐɨsʲtʲɪ
завернёте,zəvʲɪrnʲɵtʲe
уведомивши,ʊvʲedəmʲɪfʂɨ
приводнениям,prʲɪvɐdʲnʲenʲɪjəm
жеребьёвкой,ʐɨrʲɪb⁽ʲ⁾jɵfkəj
показухам,pəkɐzuxəm
приободрял,prʲɪəbɐdrʲaɫ
полотна,pəɫɐtna
экзистенциальный,ɪɡzʲɪstɨnt͡sɨalʲnɨj
яблочнику,jabɫət͡ɕnʲɪkʊ
запихаем,zəpʲɪxajɪm
кроссвордом,krɐsvordəm
католичествами,kətɐlʲit͡ɕɪstvəmʲɪ
плюнул,plʲunʊɫ
замочит,zɐmot͡ɕɪt
обляжете,ɐblʲaʐɨtʲe
шаромыга,ʂərɐmɨɡə
переломит,pʲɪrʲɪɫomʲɪt
обучением,ɐbʊt͡ɕenʲɪjɪm
абстинентна,ɐpsʲtʲɪnʲentnə
уцепить,ʊt͡sɨpʲitʲ
инсценировками,ɪnst͡sɨnʲɪrofkəmʲɪ
скатывали,skatɨvəlʲɪ
опроси,ɐprɐsʲi
огрызнулось,ɐɡrɨznuɫəsʲ
повернётесь,pəvʲɪrnʲɵtʲɪsʲ
разрастается,rəzrɐstajɪt͡sə
замажь,zɐmaʂ
чередует,t͡ɕɪrʲɪdujɪt
рампу,rampʊ
высылал,vɨsɨɫaɫ
совершишь,səvʲɪrʂɨʂ
унимали,ʊnʲɪmalʲɪ
въёбывавший,vjɵbɨvəfʂɨj
подкопали,pətkɐpalʲɪ
разоружим,rəzərʊʐɨm
объехало,ɐbjexəɫə
дрогнув,droɡnʊf
застигну,zɐsʲtʲiɡnʊ
скрутивший,skrʊtʲifʂɨj
борщевика,bərɕːɪvʲɪka
срезало,srʲezəɫə
реагируешь,rʲɪɐɡʲirʊjɪʂ
яйцах,jæjt͡səx
отвисали,ɐtvʲɪsalʲɪ
уснут,ʊsnut
дерзавши,dʲɪrzafʂɨ
личиночный,lʲɪt͡ɕinət͡ɕnɨj
прачечную,prat͡ɕɪt͡ɕnʊjʊ
марганцовка,mərɡɐnt͡sofkə
оковами,ɐkovəmʲɪ
пешеходах,pʲɪʂɨxodəx
погремушек,pəɡrʲɪmuʂɨk
ворчание,vɐrt͡ɕænʲɪje
феодалами,fʲɪɐdaɫəmʲɪ
дефинициею,dʲɪfʲɪnʲit͡sɨjɪjʊ
зачислению,zət͡ɕɪs⁽ʲ⁾lʲenʲɪjʊ
улетучивши,ʊlʲɪtut͡ɕɪfʂɨ
памперсам,pam⁽ʲ⁾pʲɪrsəm
травке,trafkʲe
протыкая,prətɨkajə
поясняет,pəjɪsʲnʲæjɪt
ториев,torʲɪjɪf
заказанный,zɐkazənːɨj
гастрит,ɡɐstrʲit
интерпретирующийся,ɪntɨrprʲɪtʲirʊjʉɕːɪjsʲə
апофиза,ɐpofʲɪzə
маримба,mɐrʲimbə
выхлопам,vɨxɫəpəm
усовершенствовавший,ʊsəvʲɪrʂɛnstvəvəfʂɨj
кремированиями,krʲɪmʲirəvənʲɪjəmʲɪ
селянах,sʲɪlʲanəx
пожарами,pɐʐarəmʲɪ
сожития,sɐʐɨtʲɪjə
выжив,vɨʐɨf
лежанку,lʲɪʐankʊ
стырят,stɨrʲət
кроссворде,krɐsvordʲe
четверых,t͡ɕɪtvʲɪrɨx
приседаем,prʲɪsʲɪdajɪm
квадрантов,kvɐdrantəf
учуивать,ʊt͡ɕuɪvətʲ
утружу,ʊtrʊʐu
сверх,svʲerx
конфисковавши,kənfʲɪskɐvafʂɨ
завитком,zəvʲɪtkom
чуча,t͡ɕʉt͡ɕə
заминавши,zəmʲɪnafʂɨ
пописало,pɐpʲisəɫə
начесть,nɐt͡ɕesʲtʲ
извиняешь,ɪzvʲɪnʲæjɪʂ
поплатитесь,pəpɫɐtʲitʲɪsʲ
ужинавши,uʐɨnəfʂɨ
унбитрию,ʊnbʲitrʲɪjʊ
осотах,ɐsotəx
продолжилось,prɐdoɫʐɨɫəsʲ
выходишь,vɨxodʲɪʂ
ухажёрах,ʊxɐʐorəx
роднике,rədʲnʲɪkʲe
насыплю,nɐsɨplʲʊ
мёрло,mʲɵrɫə
разрыдаетесь,rəzrɨdajɪtʲɪsʲ
примкну,prʲɪmknu
притеснениям,prʲɪtʲɪsʲnʲenʲɪjəm
скопляло,skɐplʲaɫə
обрастать,ɐbrɐstatʲ
эстета,ɪstɛtə
стечение,sʲtʲɪt͡ɕenʲɪje
радиовещание,radʲɪəvʲɪɕːænʲɪje
крючьям,krʲʉt͡ɕjəm
направляла,nəprɐvlʲaɫə
побег,pɐbʲek
парься,parʲsʲə
пробуждался,prəbʊʐdaɫs⁽ʲ⁾ə
виконт,vʲɪkont
губой,ɡʊboj
расплеснём,rəsplʲɪsʲnʲɵm
секретер,sʲɪkrʲɪtɛr
пускавшийся,pʊskafʂɨjsʲə
эдельвейсам,ɪdɨlʲvɛjsəm
нарывав,nərɨvaf
электрички,ɪlʲɪktrʲit͡ɕkʲɪ
развалинах,rɐzvalʲɪnəx
аккредитива,ɐkrʲɪdʲɪtʲivə
образуется,ɐbrɐzujɪt͡sə
тропика,tropʲɪkə
сочленения,sət͡ɕlʲɪnʲenʲɪjə
подрастаю,pədrɐstajʊ
претворении,prʲɪtvɐrʲenʲɪɪ
паиньке,paɪnʲkʲe
требовало,trʲebəvəɫə
преподам,prʲepədəm
кваса,kvasə
тренерами,trʲenʲɪrəmʲɪ
ежов,jɪʐof
нужи,nuʐɨ
препирательство,prʲɪpʲɪratʲɪlʲstvə
трёшек,trʲɵʂɨk
присягнуло,prʲɪsʲɪɡnuɫə
профстандартов,profstɐndartəf
фугасам,fʊɡasəm
приучишь,prʲɪut͡ɕɪʂ
окаймляет,ɐkɐjmlʲæjɪt
бутсой,but͡səj
приводи,prʲɪvɐdʲi
учительскою,ʊt͡ɕitʲɪlʲskəjʊ
пренебрегали,prʲɪnʲɪbrʲɪɡalʲɪ
незаконна,nʲɪzɐkonːə
припеваешь,prʲɪpʲɪvajɪʂ
подыграло,pədɨɡraɫə
растворят,rəstvɐrʲat
раздроблявший,rəzdrɐblʲafʂɨj
наврут,nɐvrut
африкандеру,ɐfrʲɪkandɨrʊ
звездоплавателем,zvʲɪzdɐpɫavətʲɪlʲɪm
исповедников,ɪspɐvʲedʲnʲɪkəf
банкирам,bɐnkʲirəm
шептавшийся,ʂɨptafʂɨjsʲə
всхлипывавши,fsxlʲipɨvəfʂɨ
стойкости,stojkəsʲtʲɪ
ржавеют,rʐavʲɪjʊt
свержению,svʲɪrʐɛnʲɪjʊ
топаза,tɐpazə
демиурга,dʲɪmʲɪurɡə
резинках,rʲɪzʲinkəx
мономером,mənɐmʲerəm
пацанах,pət͡sɐnax
всыпавши,fsɨpafʂɨ
индонезиецами,ɪndənɨzʲijɪt͡səmʲɪ
здорова,zdərɐva
машиностроителями,mɐʂɨnəstrɐitʲɪlʲəmʲɪ
кланяются,kɫanʲɪjʊt͡sə
исподним,ɪspodʲnʲɪm
дворянством,dvɐrʲanstvəm
вращавшийся,vrɐɕːafʂɨjsʲə
золотистого,zəɫɐtʲistəvə
шанхай,ʂɐnxaj
поседею,pəsʲɪdʲejʊ
разминаю,rəzmʲɪnajʊ
гидроплане,ɡʲɪdrɐpɫanʲe
подобая,pədɐbajə
цинками,t͡sɨnkəmʲɪ
автоколебаниях,aftəkəlʲɪbanʲɪjəx
съебались,sjɪbalʲɪsʲ
похуистами,pəxʊistəmʲɪ
отринешь,ɐtrʲinʲɪʂ
наводчиков,nɐvot͡ɕːɪkəf
ответвления,ɐtvʲɪtvlʲenʲɪjə
переваливавши,pʲɪrʲɪvalʲɪvəfʂɨ
пиньинь,pʲɪnʲjinʲ
прилежанием,prʲɪlʲɪʐanʲɪjɪm
числителями,t͡ɕɪs⁽ʲ⁾lʲitʲɪlʲəmʲɪ
закупоривайте,zɐkupərʲɪvəjtʲe
выцветет,vɨt͡svʲɪtʲɪt
регистрируетесь,rʲɪɡʲɪstrʲirʊjɪtʲɪsʲ
диверсионный,dʲɪvʲɪrsʲɪonːɨj
кустарником,kʊstarnʲɪkəm
высвечивающий,vɨsvʲet͡ɕɪvəjʉɕːɪj
дельтою,dɛlʲtəjʊ
присылала,prʲɪsɨɫaɫə
розыгрыши,rozɨɡrɨʂɨ
священность,svʲɪɕːenːəsʲtʲ
выкалывал,vɨkaɫɨvəɫ
плешиною,plʲɪʂɨnəjʊ
ужимкою,ʊʐɨmkəjʊ
азу,ɐzu
набрались,nəbrɐlʲisʲ
споласкивать,spɐɫaskʲɪvətʲ
кавалергард,kəvəlʲɪrɡart
феникса,fʲenʲɪksə
отсылкою,ɐt͡ssɨɫkəjʊ
размахиваюсь,rɐzmaxʲɪvəjʉsʲ
кущей,kuɕːɪj
ао,ɐo
доезжав,dəjɪʑːaf
гротом,ɡrotəm
разбрестись,rəzbrʲɪsʲtʲisʲ
импровизациям,ɪmprəvʲɪzat͡sɨjəm
снабжав,snɐbʐaf
крольчонку,krɐlʲt͡ɕɵnkʊ
ланками,ɫankəmʲɪ
электрифицировала,ɪlʲɪktrʲɪfʲɪt͡sɨrəvəɫə
наслаждайтесь,nəsɫɐʐdajtʲɪsʲ
отпираешь,ɐtpʲɪrajɪʂ
хахарю,xaxərʲʊ
округляешься,ɐkrʊɡlʲæjɪʂsʲə
библиотек,bʲɪblʲɪɐtʲek
доигрывающий,dɐiɡrɨvəjʉɕːɪj
умиротворений,ʊmʲɪrətvɐrʲenʲɪj
изгладим,ɪzɡɫadʲɪm
старорусца,stərɐrust͡sə
перекликалось,pʲɪrʲɪklʲɪkaɫəsʲ
машинистки,məʂɨnʲistkʲɪ
позавтракаешь,pɐzaftrəkəjɪʂ
салаке,sɐɫakʲe
вечен,vʲet͡ɕɪn
перерытый,pʲɪrʲɪrɨtɨj
процессия,prɐt͡sɛsʲɪjə
разветвимся,rəzvʲɪtvʲimsʲə
вскочишь,fskot͡ɕɪʂ
отгуляем,ɐdɡʊlʲæjɪm
эльфам,ɛlʲfəm
пахлавою,pəxɫɐvojʊ
иродов,irədəf
оплат,ɐpɫat
отвадится,ɐtvadʲɪt͡sə
мухобойках,mʊxɐbojkəx
согласилось,səɡɫɐsʲiɫəsʲ
образую,ɐbrɐzujʊ
водобоязни,vədəbɐjæzʲnʲɪ
умалять,ʊmɐlʲætʲ
увлекала,ʊvlʲɪkaɫə
выскакивающий,vɨskakʲɪvəjʉɕːɪj
куницей,kʊnʲit͡sɨj
перестукает,pʲɪrʲɪstukəjɪt
взмучивание,vzmut͡ɕɪvənʲɪje
разольёмся,rəzɐlʲjɵmsʲə
оружия,ɐruʐɨjə
начинаниях,nət͡ɕɪnanʲɪjəx
излучениями,ɪzɫʊt͡ɕenʲɪjəmʲɪ
эмигрируйте,ɪmʲɪɡrʲirʊjtʲe
кадастром,kɐdastrəm
подчини,pət͡ɕːɪnʲi
льносемян,lʲnosʲɪmʲan
обездоливаемый,ɐbʲɪzdolʲɪvəjɪmɨj
годен,ɡodʲɪn
самообманах,səmɐɐbmanəx
уплыви,ʊpɫɨvʲi
смокингам,smokʲɪnɡəm
изрой,ɪzroj
арахнофобиях,ɐrəxnɐfobʲɪjəx
толстенный,tɐɫs⁽ʲ⁾tʲenːɨj
погуляем,pəɡʊlʲæjɪm
абдоменов,ɐbdomʲɪnəf
урочимый,ʊrot͡ɕɪmɨj
негодовать,nʲɪɡədɐvatʲ
подкидываешь,pɐtkʲidɨvəjɪʂ
шьющий,ʂjʉɕːɪj
пацанёнке,pət͡sɐnʲɵnkʲe
крылатка,krɨɫatkə
амазонки,ɐmɐzonkʲɪ
сберкнижками,zbʲɪrknʲiʂkəmʲɪ
радиотелефонах,radʲɪətʲɪlʲɪfonəx
обвиняв,ɐbvʲɪnʲaf
плетях,plʲɪtʲax
разжигаем,rəʐːɨɡajɪm
спускаете,spʊskajɪtʲe
агитирующую,ɐɡʲɪtʲirʊjʉɕːʉjʊ
проглотивший,prəɡɫɐtʲifʂɨj
блуди,bɫʊdʲi
телефонистов,tʲɪlʲɪfɐnʲistəf
чоху,t͡ɕɪxu
открывшийся,ɐtkrɨfʂɨjsʲə
донести,dənʲɪsʲtʲi
растворитель,rəstvɐrʲitʲɪlʲ
оскаливать,ɐskalʲɪvətʲ
возмущалось,vəzmʊɕːaɫəsʲ
обварив,ɐbvɐrʲif
досягаемый,dəsʲɪɡajɪmɨj
женоненавистничестве,ʐɨnənʲɪnɐvʲisʲnʲɪt͡ɕɪstvʲe
осыпаясь,ɐsɨpajɪsʲ
полумиллионах,poɫʊmʲɪlʲɪonəx
приподнимутся,prʲɪpɐdʲnʲimʊt͡sə
люксов,lʲuksəf
солистках,sɐlʲistkəx
огорошьте,ɐɡɐroʂtʲe
запоздала,zəpɐzdaɫə
закваскою,zɐkvaskəjʊ
расположивши,rəspəɫɐʐɨfʂɨ
арбалетов,ɐrbɐlʲetəf
дошлём,dɐʂlʲɵm
унунпентием,ʊnʊnpʲenʲtʲɪjɪm
прядала,prʲadəɫə
скомкавший,skomkəfʂɨj
терроризирующий,tɨrərʲɪzʲirʊjʉɕːɪj
копируй,kɐpʲirʊj
остр,ostr
наебать,nəjɪbatʲ
холодавши,xəɫɐdafʂɨ
поучаствовало,pəʊt͡ɕastvəvəɫə
переносится,pʲɪrʲɪnosʲɪt͡sə
народишка,nɐrodʲɪʂkə
необычно,nʲɪɐbɨt͡ɕnə
авиалинией,avʲɪɐlʲinʲɪjɪj
тычущийся,tɨt͡ɕʉɕːɪjsʲə
пичкавший,pʲit͡ɕkəfʂɨj
доходный,dɐxodnɨj
шкетам,ʂkʲetəm
сенокосилку,sʲɪnəkɐsʲiɫkʊ
дюбелю,dʲʉbʲɪlʲʊ
больно,bɐlʲno
отпросилось,ɐtprɐsʲiɫəsʲ
поощряв,pɐɐɕːrʲaf
этносах,ɛtnəsəx
подавшись,pɐdafʂɨsʲ
акварелям,ɐkvɐrʲelʲəm
пилигримах,pʲɪlʲɪɡrʲiməx
повергни,pɐvʲerɡnʲɪ
замелькав,zəmʲɪlʲkaf
отшвырните,ɐt͡ʂʂvɨrnʲitʲe
кетчупа,kʲet͡ɕːʊpə
волохам,vɐɫoxəm
электрооборудованию,ɪlʲektrɐɐbɐrudəvənʲɪjʊ
складку,skɫatkʊ
брызжа,brɨʑːə
исчислят,ɪɕt͡ɕis⁽ʲ⁾lʲət
активисте,ɐktʲɪvʲisʲtʲe
анораки,ɐnɐrakʲɪ
убыло,ubɨɫə
лычный,ɫɨt͡ɕnɨj
травель,travʲɪlʲ
лютеранин,lʲʉtʲɪranʲɪn
юрте,jurtʲe
ворчаниями,vɐrt͡ɕænʲɪjəmʲɪ
маффинах,mafʲɪnəx
посмеиваются,pɐsmʲeɪvəjʊt͡sə
завыванием,zəvɨvanʲɪjɪm
удочерите,ʊdət͡ɕɪrʲitʲe
перепалку,pʲɪrʲɪpaɫkʊ
организовываетесь,ɐrɡənʲɪzovɨvəjɪtʲɪsʲ
многовато,mnəɡɐvatə
пущею,puɕːɪjʊ
угольках,ʊɡɐlʲkax
соскакиваем,sɐskakʲɪvəjɪm
чухаюсь,t͡ɕuxəjʉsʲ
читала,t͡ɕɪtaɫə
участятся,ʊt͡ɕɪsʲtʲat͡sːə
ординарный,ɐrdʲɪnarnɨj
прогулявшийся,prəɡʊlʲafʂɨjsʲə
радела,rɐdʲeɫə
съезжайтесь,sjɪʑːæjtʲɪsʲ
прокатывайся,prɐkatɨvəjsʲə
унижающийся,ʊnʲɪʐajʉɕːɪjsʲə
